"Instituto","Campus","Co_unidade_ensino","Cidade","Sigla"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS RIO GRANDE","2940","RIO GRANDE","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS ROLANTE","20455","ROLANTE","RS"
"INSTITUTO FEDERAL FARROUPILHA","CENTRO DE REFERÊNCIA ROSÁRIO DO SUL","43149","ROSÁRIO DO SUL","RS"
"INSTITUTO FEDERAL FARROUPILHA","CENTRO DE REFERÊNCIA SANTA CRUZ DO SUL","42182","SANTA CRUZ DO SUL","RS"
"INSTITUTO FEDERAL FARROUPILHA","REITORIA","43691","SANTA MARIA","RS"
"UNIVERSIDADE FEDERAL DE SANTA MARIA","COLÉGIO POLITÉCNICO DA UNIVERSIDADE FEDERAL SANTA MARIA","12737","SANTA MARIA","RS"
"UNIVERSIDADE FEDERAL DE SANTA MARIA","COLÉGIO TÉCNICO INDUSTRIAL DA UNIVERSIDADE FEDERAL DE SANTA MARIA","12739","SANTA MARIA","RS"
"INSTITUTO FEDERAL SUL-RIO-GRANDENSE","CAMPUS SANTANA DO LIVRAMENTO","20442","SANTANA DO LIVRAMENTO","RS"
"INSTITUTO FEDERAL FARROUPILHA","CAMPUS SANTA ROSA","13478","SANTA ROSA","RS"
"INSTITUTO FEDERAL FARROUPILHA","CENTRO DE REFERÊNCIA SANTIAGO","42180","SANTIAGO","RS"
"INSTITUTO FEDERAL FARROUPILHA","CAMPUS SANTO ÂNGELO","32048","SANTO ÂNGELO","RS"
"INSTITUTO FEDERAL FARROUPILHA","CAMPUS SANTO AUGUSTO","2934","SANTO AUGUSTO","RS"
"INSTITUTO FEDERAL FARROUPILHA","CAMPUS SÃO BORJA","13479","SÃO BORJA","RS"
"INSTITUTO FEDERAL FARROUPILHA","CENTRO DE REFERÊNCIA SÃO GABRIEL","42181","SÃO GABRIEL","RS"
"INSTITUTO FEDERAL FARROUPILHA","CAMPUS SÃO VICENTE DO SUL","2935","SÃO VICENTE DO SUL","RS"
"INSTITUTO FEDERAL SUL-RIO-GRANDENSE","CAMPUS SAPIRANGA","31909","SAPIRANGA","RS"
"INSTITUTO FEDERAL SUL-RIO-GRANDENSE","CAMPUS SAPUCAIA DO SUL","2929","SAPUCAIA DO SUL","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS SERTÃO","2941","SERTÃO","RS"
"INSTITUTO FEDERAL FARROUPILHA","CENTRO DE REFERÊNCIA TRÊS PASSOS","43152","TRÊS PASSOS","RS"
"INSTITUTO FEDERAL FARROUPILHA","CAMPUS AVANÇADO URUGUAIANA","32047","URUGUAIANA","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS VACARIA","32014","VACARIA","RS"
"INSTITUTO FEDERAL SUL-RIO-GRANDENSE","CAMPUS VENÂNCIO AIRES","20443","VENÂNCIO AIRES","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS AVANÇADO VERANÓPOLIS","42488","VERANÓPOLIS","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS VIAMÃO","32009","VIAMÃO","RS"
"INSTITUTO FEDERAL DE RONDÔNIA","CAMPUS ARIQUEMES","2927","ARIQUEMES","RO"
"INSTITUTO FEDERAL DE RONDÔNIA","CAMPUS CACOAL","13768","CACOAL","RO"
"INSTITUTO FEDERAL DE RONDÔNIA","CAMPUS COLORADO DO OESTE","2926","COLORADO DO OESTE","RO"
"INSTITUTO FEDERAL DE RONDÔNIA","CAMPUS GUAJARÁMIRIM","32051","GUAJARÁ-MIRIM","RO"
"INSTITUTO FEDERAL DE RONDONIA","CAMPUS JARU","44300","JARU","RO"
"INSTITUTO FEDERAL DE RONDÔNIA","CAMPUS JI-PARANÁ","3523","JI-PARANÁ","RO"
"INSTITUTO FEDERAL DE RONDÔNIA","CAMPUS PORTO VELHO CALAMA","2925","PORTO VELHO","RO"
"INSTITUTO FEDERAL DE RONDÔNIA","CAMPUS PORTO VELHO ZONA NORTE","13766","PORTO VELHO","RO"
"INSTITUTO FEDERAL DE RONDONIA","CAMPUS AVANÇADO SÃO MIGUEL DO GUAPORÉ","46242","SÃO MIGUEL DO GUAPORÉ","RO"
"INSTITUTO FEDERAL DE RONDÔNIA","CAMPUS VILHENA","13776","VILHENA","RO"
"INSTITUTO FEDERAL DE RORAIMA","CAMPUS AMAJARI","14208","AMAJARI","RR"
"FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA","ESCOLA AGROTÉCNICA","12982","BOA VISTA","RR"
"INSTITUTO FEDERAL DE RORAIMA","CAMPUS BOA VISTA","2811","BOA VISTA","RR"
"INSTITUTO FEDERAL DE RORAIMA","CAMPUS ZONA OESTE","31391","BOA VISTA","RR"
"INSTITUTO FEDERAL DE RORAIMA","CAMPUS AVANÇADO BONFIM","43147","BONFIM","RR"
"INSTITUTO FEDERAL DE RORAIMA","CAMPUS NOVO PARAÍSO","2812","CARACARAÍ","RR"
"INSTITUTO FEDERAL CATARINENSE","CAMPUS AVANÇADO ABELARDO LUZ","31998","ABELARDO LUZ","SC"
"INSTITUTO FEDERAL CATARINENSE","CAMPUS ARAQUARI","2833","ARAQUARI","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS ARARANGUÁ","3028","ARARANGUÁ","SC"
"INSTITUTO FEDERAL CATARINENSE","CAMPUS BLUMENAU","20426","BLUMENAU","SC"
"INSTITUTO FEDERAL CATARINENSE","CAMPUS BRUSQUE","31328","BRUSQUE","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS CAÇADOR","14260","CAÇADOR","SC"
"INSTITUTO FEDERAL CATARINENSE","CAMPUS CAMBORIÚ","2832","CAMBORIÚ","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS CANOINHAS","14253","CANOINHAS","SC"
"INSTITUTO FEDERAL CATARINENSE","CENTRO DE REFERÊNCIA CAPINZAL","42340","CAPINZAL","SC"
"INSTITUTO FEDERAL CATARINENSE","CENTRO DE REFERÊNCIA CATANDUVAS","42343","CATANDUVAS","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS CHAPECÓ","2829","CHAPECÓ","SC"
"INSTITUTO FEDERAL CATARINENSE","CAMPUS CONCÓRDIA","2830","CONCÓRDIA","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS CRICIÚMA","14256","CRICIÚMA","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS FLORIANÓPOLIS","2824","FLORIANÓPOLIS","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS FLORIANÓPOLIS CONTINENTE","2826","FLORIANÓPOLIS","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CENTRO DE REFERÊNCIA EM FORMAÇÃO E EDUCAÇÃO A DISTÂNCIA","42588","FLORIANÓPOLIS","SC"
"INSTITUTO FEDERAL CATARINENSE","CAMPUS FRAIBURGO","20424","FRAIBURGO","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS GAROPABA","14235","GAROPABA","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS GASPAR","14254","GASPAR","SC"
"INSTITUTO FEDERAL CATARINENSE","CAMPUS IBIRAMA","20411","IBIRAMA","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS ITAJAÍ","14252","ITAJAÍ","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS JARAGUÁ DO SUL","2827","JARAGUÁ DO SUL","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS JARAGUÁ DO SUL RAU","14261","JARAGUÁ DO SUL","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS JOINVILLE","2828","JOINVILLE","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS LAGES","14257","LAGES","SC"
"INSTITUTO FEDERAL CATARINENSE","CAMPUS LUZERNA","20410","LUZERNA","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS PALHOÇA","14258","PALHOÇA","SC"
"INSTITUTO FEDERAL CATARINENSE","CENTRO DE REFERÊNCIA POUSO REDONDO","42341","POUSO REDONDO","SC"
"INSTITUTO FEDERAL CATARINENSE","CAMPUS RIO DO SUL","2992","RIO DO SUL","SC"
"INSTITUTO FEDERAL CATARINENSE","CAMPUS SANTA ROSA DO SUL","2831","SANTA ROSA DO SUL","SC"
"INSTITUTO FEDERAL CATARINENSE","CAMPUS SÃO BENTO DO SUL","32012","SÃO BENTO DO SUL","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS SÃO CARLOS","31324","SÃO CARLOS","SC"
"INSTITUTO FEDERAL CATARINENSE","CAMPUS SÃO FRANCISCO DO SUL","20570","SÃO FRANCISCO DO SUL","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS SÃO JOSÉ","2825","SÃO JOSÉ","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS AVANÇADO SÃO LOURENÇO DO OESTE","32382","SÃO LOURENÇO DO OESTE","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS SÃO MIGUEL DO OESTE","14255","SÃO MIGUEL DO OESTE","SC"
"INSTITUTO FEDERAL CATARINENSE","CAMPUS AVANÇADO SOMBRIO","32008","SOMBRIO","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS TUBARÃO","31330","TUBARÃO","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS URUPEMA","14262","URUPEMA","SC"
"INSTITUTO FEDERAL CATARINENSE","CAMPUS VIDEIRA","13699","VIDEIRA","SC"
"INSTITUTO FEDERAL DE SANTA CATARINA","CAMPUS XANXERÊ","14259","XANXERÊ","SC"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS ARARAQUARA","14035","ARARAQUARA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVANÇADO ARARAS","32059","ARARAS","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVARÉ","20388","AVARÉ","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS BARRETOS","14034","BARRETOS","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS BAURU","32143","BAURU","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS BIRIGUI","14033","BIRIGUI","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS BOITUVA","14342","BOITUVA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS BRAGANÇA PAULISTA","2847","BRAGANÇA PAULISTA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS CAMPINAS","30857","CAMPINAS","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS CAMPOS DO JORDÃO","2851","CAMPOS DO JORDÃO","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS CAPIVARI","14311","CAPIVARI","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS CARAGUATATUBA","2848","CARAGUATATUBA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS CARAPICUÍBA","32144","CARAPICUÍBA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS CATANDUVA","14032","CATANDUVA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS CUBATÃO","2816","CUBATÃO","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVANÇADO FERNANDÓPOLIS","42828","FERNANDÓPOLIS","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS GUARULHOS","2818","GUARULHOS","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS HORTOLÂNDIA","14356","HORTOLÂNDIA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVANÇADO ILHA SOLTEIRA","42733","ILHA SOLTEIRA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS ITAPECERICA DA SERRA","32145","ITAPECERICA DA SERRA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS ITAPETININGA","14030","ITAPETININGA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS ITAPEVA","32146","ITAPEVA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS ITAQUAQUECETUBA","32147","ITAQUAQUECETUBA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS JACAREÍ","32148","JACAREÍ","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVANÇADO JUNDIAÍ","34969","JUNDIAÍ","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVANÇADO LIMEIRA","32056","LIMEIRA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS MARÍLIA","32149","MARÍLIA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS MATÃO","14157","MATÃO","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVANÇADO MOCOCA","32057","MOCOCA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVANÇADO PARAGUAÇU PAULISTA","32058","PARAGUAÇU PAULISTA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS PIRACICABA","14036","PIRACICABA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVANÇADO PIRASSUNUNGA","32060","PIRASSUNUNGA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS PRESIDENTE EPITÁCIO","14357","PRESIDENTE EPITÁCIO","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVANÇADO PRESIDENTE PRUDENTE","32061","PRESIDENTE PRUDENTE","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS REGISTRO","21884","REGISTRO","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVANÇADO RIBEIRÃO PRETO","32064","RIBEIRÃO PRETO","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVANÇADO RIO CLARO","32065","RIO CLARO","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS SALTO","2849","SALTO","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVANÇADO SANTO ANDRÉ","32066","SANTO ANDRÉ","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS SÃO CARLOS","3029","SÃO CARLOS","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS SÃO JOÃO DA BOA VISTA","2819","SÃO JOÃO DA BOA VISTA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS SÃO JOSÉ DOS CAMPOS","21809","SÃO JOSÉ DOS CAMPOS","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVANÇADO SÃO PAULO SÃO MIGUEL","44456","SÃO PAULO","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS SÃO PAULO","2815","SÃO PAULO","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS SÃO PAULO PIRITUBA","43476","SÃO PAULO","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CENTRO DE REFERÊNCIA EM EDUCAÇÃO A DISTÂNCIA","46338","SÃO PAULO","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS SÃO ROQUE","2850","SÃO ROQUE","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS SERTÃOZINHO","2817","SERTÃOZINHO","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS SOROCABA","32067","SOROCABA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS SUZANO","14037","SUZANO","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVANÇADO TUPÃ","42735","TUPÃ","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS AVANÇADO UBATUBA","32069","UBATUBA","SP"
"INSTITUTO FEDERAL DE SÃO PAULO","CAMPUS VOTUPORANGA","14038","VOTUPORANGA","SP"
"INSTITUTO FEDERAL DE SERGIPE","CAMPUS ARACAJU","2981","ARACAJU","SE"
"INSTITUTO FEDERAL DE SERGIPE","CAMPUS NOSSA SENHORA DO SOCORRO","32011","ARACAJU","SE"
"INSTITUTO FEDERAL DE SERGIPE","CENTRO DE REFERÊNCIA ARACAJÚ","42241","ARACAJU","SE"
"INSTITUTO FEDERAL DE SERGIPE","CAMPUS ESTÂNCIA","20064","ESTÂNCIA","SE"
"INSTITUTO FEDERAL DE SERGIPE","CAMPUS ITABAIANA","20063","ITABAIANA","SE"
"INSTITUTO FEDERAL DE SERGIPE","CAMPUS LAGARTO","3445","LAGARTO","SE"
"INSTITUTO FEDERAL DE SERGIPE","CAMPUS NOSSA SENHORA DA GLÓRIA","20078","NOSSA SENHORA DA GLÓRIA","SE"
"INSTITUTO FEDERAL DE SERGIPE","CAMPUS POÇO REDONDO","32370","POÇO REDONDO","SE"
"INSTITUTO FEDERAL DE SERGIPE","CAMPUS PROPRIÁ","32013","PROPRIÁ","SE"
"INSTITUTO FEDERAL DE SERGIPE","CAMPUS SÃO CRISTÓVÃO","3446","SÃO CRISTÓVÃO","SE"
"INSTITUTO FEDERAL DE SERGIPE","CAMPUS TOBIAS BARRETO","32015","TOBIAS BARRETO","SE"
"INSTITUTO FEDERAL DO TOCANTINS","CAMPUS ARAGUAÍNA","13819","ARAGUAÍNA","TO"
"INSTITUTO FEDERAL DO TOCANTINS","CAMPUS ARAGUATINS","2972","ARAGUATINS","TO"
"INSTITUTO FEDERAL DO TOCANTINS","CAMPUS COLINAS DO TOCANTINS","32026","COLINAS DO TOCANTINS","TO"
"INSTITUTO FEDERAL DO TOCANTINS","CAMPUS DIANÓPOLIS","21815","DIANÓPOLIS","TO"
"INSTITUTO FEDERAL DO TOCANTINS","CAMPUS AVANÇADO FORMOSO DO ARAGUAIA","32537","FORMOSO DO ARAGUAIA","TO"
"INSTITUTO FEDERAL DO TOCANTINS","CAMPUS GURUPI","13825","GURUPI","TO"
"INSTITUTO FEDERAL DO TOCANTINS","CAMPUS AVANÇADO LAGOA DA CONFUSÃO","32024","LAGOA DA CONFUSÃO","TO"
"INSTITUTO FEDERAL DO TOCANTINS","CAMPUS PALMAS","2970","PALMAS","TO"
"INSTITUTO FEDERAL DO TOCANTINS –","CENTRO DE REFERÊNCIA EM EDUCAÇÃO A DISTÂNCIA","46569","PALMAS","TO"
"INSTITUTO FEDERAL DO TOCANTINS","CAMPUS PARAÍSO DO TOCANTINS","2971","PARAÍSO DO TOCANTINS","TO"
"INSTITUTO FEDERAL DO TOCANTINS","CAMPUS AVANÇADO PEDRO AFONSO","32025","PEDRO AFONSO","TO"
"INSTITUTO FEDERAL DO TOCANTINS","CAMPUS PORTO NACIONAL","13824","PORTO NACIONAL","TO"
